1.1.1.1             # awms-network.com
38.173.196.131      # link4game.com
38.180.16.177       # nozomi.la
38.180.57.56        # moviefreaker.com
38.180.71.180       # xxxtorrents.pro
38.210.213.61       # nudelas.com
38.210.213.163      # topvideosgay.com
38.238.30.176       # topadult10.com
38.238.36.247       # tinylittlevirgin.com
38.238.40.122       # evaangelina-tube.com
38.242.202.131      # empressleak.biz
39.110.239.115      # niccori.jp
43.240.48.189       # virginsfresh.com
43.243.188.42       # animalrating.com
43.255.42.171       # indies-av.co.jp
44.196.183.146      # alfamina.com
44.197.254.111      # photonaturals.com
44.198.75.193       # pornvault.com
44.198.108.120      # javporn.co
44.208.41.101       # justjared.com
44.210.61.161       # pc20161117.com
44.213.83.89        # sexemulator.com
44.217.194.109      # alfamina.com
44.221.141.146      # camrabbit.sex
44.224.145.68       # pinklabel.tv
44.226.124.146      # adv.sexcounter.com
44.228.99.57        # camawards.xbiz.com
44.230.85.241       # cdnxxx.xnxx.report
44.237.15.52        # adv.sexcounter.com
45.12.3.124         # mangoporn.net
45.13.3.22          # ns1.ahcdn.com
45.13.3.23          # ns2.ahcdn.com
45.13.3.24          # ns3.ahcdn.com
45.13.3.122         # ns1.ahcdn.com
45.13.3.123         # ns2.ahcdn.com
45.13.3.124         # ns3.ahcdn.com
45.32.2.91          # board.freeones.com
45.32.2.92          # board.freeones.com
45.32.2.93          # board.freeones.com
45.32.2.94          # board.freeones.com
45.32.2.173         # media.nonktube.com
45.32.2.174         # media.nonktube.com
45.32.2.175         # media.nonktube.com
45.32.2.176         # media.nonktube.com
45.32.3.114         # spankingtube.com
45.32.3.210         # pipeporntube.com
45.32.3.211         # kissporntube.com
45.32.3.213         # epicporntube.com
45.32.173.138       # videosdesexoxxx.blog.br
45.32.227.136       # camgirls.im
45.33.0.254         # zishy.com
45.33.2.79          # 3deroticpics.com
45.33.18.44         # 3deroticpics.com
45.33.20.235        # 3deroticpics.com
45.33.23.183        # 3deroticpics.com
45.33.30.197        # 3deroticpics.com
45.33.82.87         # livesexshows.com.es
45.33.124.193       # foliovision.com
45.38.21.130        # bluporn.net
45.42.80.79         # x-preview.com
45.56.76.32         # bralessforever.com
45.56.79.23         # 3deroticpics.com
45.56.108.234       # tinynibbles.com
45.56.123.199       # banners2.fuckyoucash.com
45.58.177.5         # camstreams.tv
45.60.96.161        # xxxgames.biz
45.60.121.23        # adultadworld.directtrack.com
45.61.186.170       # bitchesgirls.com
45.67.35.76         # kladoffka.com
45.76.191.136       # xthais.com
45.76.228.251       # wtfpeople.com
45.77.53.12         # milflove.live
45.79.3.91          # topfreelivecams.com
45.79.10.4          # reviewporn.com
45.79.19.196        # 3deroticpics.com
45.79.215.146       # deeps.net
45.82.70.129        # xxx-brawl.xyz
45.83.122.102       # allcartoonsex.net
45.84.30.1          # 18porno.tv
45.84.30.2          # 18teensex.tv
45.84.30.5          # mybeegporn.com
45.84.30.8          # nineteenporn.com
45.84.30.10         # 18girlsex.net
45.84.30.11         # 18boysex.com
45.84.31.148        # xxxbule.com
45.88.6.60          # whatboyswant.com
45.88.106.77        # bdsm-zone.com
45.89.61.8          # smutr.com
45.89.61.9          # pornscn.com
45.114.227.95       # zone-archive.com
45.120.177.82       # latestalisonangel.com
45.131.146.23       # homemade.xxx
45.133.44.1         # cdnio.luscious.net
45.133.44.2         # cdnio.luscious.net
45.133.44.3         # acdn11.xozilla.com
45.133.44.4         # acdn11.xozilla.com
45.133.44.7         # b.boyfriendtv.com
45.133.44.8         # b.ashemaletube.com
45.133.44.9         # hpacdn.pornpics.com
45.133.44.10        # hpacdn.pornpics.com
45.133.44.12        # thumb-v6.xhcdn.com
45.133.44.13        # thumb-v6.xhcdn.com
45.133.44.18        # thumb-v2.xhcdn.com
45.133.44.19        # thumb-v1.xhcdn.com
45.133.44.22        # thumb-v.xhcdn.com
45.133.44.23        # thumb-v.xhcdn.com
45.133.44.24        # cdn42705446.ahacdn.me
45.133.44.25        # cdn42705446.ahacdn.me
45.133.44.30        # 0.xd-cdn.com
45.133.44.31        # 0.xd-cdn.com
45.133.44.40        # cdn.bdsm.one
45.133.44.41        # cdn.bdsm.one
45.133.44.50        # cdn.hdgrannytube.com
45.133.44.51        # cdn.hdgrannytube.com
45.133.44.100       # 24porn.com
45.133.44.101       # bestpornstars.xxx
45.133.44.200       # bigfuck.tv
45.134.21.8         # analbabes.porn
45.136.48.84        # porno365.sex
45.136.49.156       # pornogifs.net
45.138.107.33       # angelina.cz
45.138.107.34       # angelina.cz
45.138.126.193      # ip110963804.ahcdn.com
45.138.128.171      # 1ashemaletube.com
45.141.180.231      # webcam-telefonsex.at
45.143.223.100      # pornxp.com
45.144.149.22       # xhstream.com
45.147.197.40       # allclassicporn.com
45.150.66.6         # pervertslut.com
45.150.66.7         # camwhoresbay.com
45.150.66.8         # whoreshub.com
45.150.66.9         # porntrex.com
45.153.84.69        # nllivesex.nl
45.194.53.13        # hotcelebrities-vk.com
45.194.53.81        # hotcelebrities-vk.com
45.194.146.160      # free-sex-sexy-gallery.net
45.194.205.228      # robsxxx.com
45.197.55.227       # young-fuck.com
45.199.106.202      # mynudeteens.net
45.204.116.53       # primehentai.com
46.4.80.195         # ads.adtube.de
46.4.84.171         # amateur-cutie.com
46.4.190.84         # assist.lifeselector.com
46.8.8.100          # 24-xxx.com
46.8.8.200          # cesky-sex.cz
46.19.8.97          # lilbabes.com
46.22.46.212        # zxfinder.com
46.28.105.4         # xxxvideos.cz
46.28.106.208       # pornfrost.com
46.28.107.134       # adult.cz
46.28.234.151       # myhentai.org
46.29.136.34        # mfvideobrazil.com
46.30.6.133         # big7.com
46.30.215.50        # vazoudozap.com
46.51.226.79        # av-opera.jp
46.105.28.246       # lucasetmariesansgenes.com
46.105.73.8         # evilangel.fr
46.105.78.192       # dorcelvision.com
46.105.198.195      # static.japanhdv.com
46.105.204.7        # cam-video.xxx
46.105.204.20       # sitecoquin.com
46.105.204.27       # yeabunny.com
46.105.222.2        # pornfriday.com
46.105.239.226      # stars-celebrity.com
46.137.132.110      # flirtdate18.com
46.165.240.95       # porn.hu
46.166.139.112      # freakden.com
46.166.184.104      # sex-sucom.com
46.166.184.111      # brandie.info
46.166.184.123      # pornwild.to
46.166.189.98       # javtasty.com
46.166.189.210      # imagefap.com
46.182.223.32       # sex-chatten.nl
46.229.162.46       # teeniesgoporn.com
46.229.162.114      # maturepornpage.com
46.229.162.115      # freebdsmarchive.com
46.229.162.116      # myorientalporn.com
46.229.162.118      # extremebondagepictures.com
46.229.162.119      # retrotubetv.com
46.229.162.120      # superbdsm.com
46.229.162.121      # nudevintage.com
46.229.162.122      # vintagepornzone.com
46.229.162.123      # freevintagegallery.com
46.229.162.127      # matureporncorp.com
46.229.162.251      # tubexclips.com
46.229.163.135      # teen-shemale.net
46.229.163.146      # holaporno.xxx
46.229.163.228      # ebonysexworld.com
46.229.163.229      # globalebony.com
46.229.163.230      # 99classic.com
46.229.167.132      # tube2012.com
46.229.168.8        # 3x-art.com
46.229.168.22       # fetishdollars.net
46.229.168.197      # grannyinlove.com
46.229.168.218      # flyflv.com
46.229.169.168      # tube188.com
46.229.170.70       # fpfreegals.com
46.229.170.92       # amateurtubeporn.com
46.229.171.13       # asstomouth.guru
46.229.171.21       # epicpornvideos.com
46.229.171.170      # tranny.one
46.229.171.173      # embeds.sunporno.com
46.229.171.175      # tryboobs.com
46.229.171.220      # sexy-models.net
46.229.172.23       # hotnakedgirls.xxx
46.229.172.102      # hotsexporn.biz
46.229.172.103      # sexygirlsnude.net
46.229.172.106      # sexpicxxx.net
46.229.172.133      # amateuralbum.net
46.229.172.162      # bellotube.com
46.229.172.179      # japanese-sex.pro
46.229.172.184      # boysandmom.com
46.229.172.207      # porn2012.com
46.229.172.208      # voyeurstyle.com
46.229.172.222      # homegrownfreaks.net
46.229.173.215      # amateuranalvideos.com
46.229.173.219      # ahsexfilme.com
46.229.174.47       # pornqualityindian.com
46.229.174.93       # goldentoons.com
46.229.174.94       # 3dsexx.net
46.229.174.95       # adultcomicshot.com
46.229.174.102      # bdsmbondage.net
46.229.174.138      # yesvids.com
46.229.174.143      # domywife.com
46.229.174.192      # justasianporn.com
46.229.174.194      # ebonytoday.com
46.229.174.195      # allebonygirls.com
46.229.174.199      # apornotube.net
46.229.175.20       # 18teen.tv
46.229.175.21       # hotmaturesex.net
46.229.175.22       # teensloveporn.net
46.229.175.76       # anyhairy.com
46.229.175.99       # totalfucktube.com
46.229.175.155      # eroticperfection.com
46.234.106.29       # sex.nikee.net
46.234.126.97       # galerie.olduvsen.cz
49.12.185.57        # 24hgaytube.com
49.13.50.5          # ad.sexcount.de
49.212.198.52       # caffemochasoft.sakura.ne.jp
49.212.207.231      # milky.tv
49.212.235.85       # teppan-av.com
49.212.243.153      # syukou-club.com
50.2.166.192        # virgininterview.com
50.6.174.255        # fulltaboo.tv
50.7.210.3          # video-117.rexporn.com
50.7.210.19         # video-128.rexporn.com
50.18.238.17        # pussyxxxgals.info
50.19.214.227       # justhookup.com
50.28.32.8          # erotichun.com
50.28.56.190        # all-shemale-video.com
50.31.20.99         # bestwebcamsites.com
50.31.66.231        # get.sankaku.plus
50.31.66.232        # a.sankakucomplex.com
50.31.132.114       # phonemates.com
50.31.132.120       # imlive.com
50.31.174.53        # latina21.com
50.31.176.38        # comicsxxxgratis.com
50.62.169.108       # angelinarossi.com
50.63.7.220         # girlsbarefoot.com
50.63.202.24        # ultrawebcams.com
50.87.147.76        # sex-cam-reviews.com
50.87.150.118       # mofosnetworkporn.com
50.87.192.171       # hookup.com
50.116.87.223       # sexxxlife.com
50.117.26.66        # oubaba.top
50.117.26.70        # animalxnxx.top
50.118.188.12       # bustyangels.net
50.125.224.218      # messyfun.com
51.15.60.4          # plumpersworld.com
51.38.54.145        # ve11.pornve.com
51.38.57.175        # ve12.pornve.com
51.38.62.22         # ve14.pornve.com
51.38.235.187       # abellalist.com
51.68.155.228       # fapreactor.com
51.68.198.106       # titterest.com
51.75.101.1         # videos2stars.com
51.75.102.171       # sexe-fr.fr
51.75.130.187       # eu.static.reallifecam.com
51.75.204.87        # eurolive.pro
51.75.242.112       # dorcelclub.com
51.77.42.46         # porno-videot.com
51.77.53.206        # hotcandyland.com
51.79.16.94         # femto.scrolller.com
51.79.17.34         # ass1st.com
51.79.19.103        # familyporn.tv
51.79.87.119        # pornohd.com.br
51.79.250.54        # colegialasreales.com
51.81.16.0          # pussy.com
51.81.53.105        # pussy.org
51.81.87.149        # video.eroasmr.com
51.81.90.52         # fapd.com
51.81.97.200        # media.hentai2w.com
51.81.188.11        # webcam-sex.soup.io
51.81.201.183       # asg.bhabhiporn.pro
51.81.226.77        # camsexroulette.com
51.81.226.87        # freesexchat.com
51.81.253.58        # masturbate.com
51.83.121.31        # videosamadores.blog
51.83.128.249       # gaystream.pw
51.83.167.130       # reviewshemales.com
51.83.206.97        # javsexmovie.com
51.83.223.115       # completeporndatabase.com
51.83.238.19        # hotscope.tv
51.89.2.208         # amaporn.com
51.89.6.85          # porcore.com
51.89.99.144        # hotfetishwebcams.com
51.89.122.41        # tubedupe.com
51.89.125.135       # pornoamatoriali.net
51.89.199.28        # the-sex.me
51.91.45.149        # primeralinea.es
51.91.51.184        # videosxgays.com
51.91.67.53         # cdn.semyana.website
51.91.83.59         # voyeur-house.tv
51.91.83.92         # sexedchat.com
51.91.119.144       # freehdinterracialporn.in
51.91.152.9         # voyeur-house.tv
51.91.202.68        # intellismut.com
51.91.221.56        # pornofilmer.icu
51.158.81.97        # bxum.com
51.158.81.101       # de.jzzo.com
51.158.81.102       # xxxvogue.net
51.158.81.103       # teengirltgp.com
51.158.81.104       # facefuckshemale.com
51.158.153.245      # xxx18hot.com
51.158.163.10       # hls.static.reallifecam.com
51.158.165.71       # hls.static.reallifecam.com
51.158.167.102      # hls.static.reallifecam.com
51.158.168.95       # hls.static.reallifecam.com
51.158.170.217      # hls.static.reallifecam.com
51.158.171.74       # hls.static.reallifecam.com
51.158.172.63       # hls.static.reallifecam.com
51.158.173.78       # hls.static.reallifecam.com
51.158.173.235      # hls.static.reallifecam.com
51.158.174.96       # hls.static.reallifecam.com
51.158.174.213      # he32.static.reallifecam.com
51.158.178.149      # hls.static.reallifecam.com
51.158.179.5        # hls.static.reallifecam.com
51.158.186.36       # hls.static.reallifecam.com
51.158.186.75       # hls.static.reallifecam.com
51.158.186.144      # hls.static.reallifecam.com
51.158.190.73       # hls.static.reallifecam.com
51.158.200.134      # murrtube.net
51.159.23.158       # c14.cdn3x.com
51.159.23.165       # c15.cdn3x.com
51.159.23.190       # c16.cdn3x.com
51.159.28.83        # c02.cdn3x.com
51.159.28.104       # c03.cdn3x.com
51.159.28.105       # c04.cdn3x.com
51.159.28.119       # c05.cdn3x.com
51.159.28.123       # c06.cdn3x.com
51.159.28.135       # c07.cdn3x.com
51.159.28.136       # c08.cdn3x.com
51.159.28.138       # c09.cdn3x.com
51.159.28.191       # c10.cdn3x.com
51.159.28.192       # c11.cdn3x.com
51.159.28.241       # c13.cdn3x.com
51.159.29.19        # c17.cdn3x.com
51.159.29.40        # c18.cdn3x.com
51.159.29.47        # c32.cdn3x.com
51.159.29.72        # c33.cdn3x.com
51.159.29.91        # c19.cdn3x.com
51.159.29.93        # c21.cdn3x.com
51.159.29.94        # c22.cdn3x.com
51.159.29.99        # c23.cdn3x.com
51.159.29.101       # c34.cdn3x.com
51.159.29.124       # c01.cdn3x.com
51.159.128.187      # freshnudes.net
51.161.21.1         # grannysexi.com
51.161.45.178       # xnxxhamster.net
51.161.51.80        # ex6.exmasters.com
51.161.84.14        # amateur-porn-clips.com
51.161.86.33        # bestpornstardb.com
51.161.87.79        # celebsnudeworld.com
51.178.12.100       # mazolporn.com
51.178.12.101       # twister.porn
51.178.71.202       # tube.hentaistream.com
51.178.91.110       # pornbimbo.com
51.178.128.119      # oyoh.com
51.178.187.92       # sexopornogay.com.br
51.178.206.167      # porno18.blog.br
51.178.229.130      # suaesposa.com
51.195.62.46        # lovehomeporn.com
51.195.65.5         # free-livesex.nl
51.195.73.91        # 69games.xxx
51.195.151.227      # galleries.payserve.com
51.195.195.2        # knockporn.com
51.195.202.111      # eliteporn.cc
51.210.30.32        # titkino.com
51.210.53.201       # lovegrounds.com
51.210.108.106      # epikporn.com
51.210.254.217      # aztecapornohd.xxx
51.222.11.86        # join.baberotica.com
51.222.43.181       # pornve.com
51.222.130.246      # twistedporn.com
51.254.4.236        # moresisek.org
51.254.8.219        # flashapp.xziptv.com
51.254.72.113       # buckangel.maakjestart.nl
51.254.86.50        # tia-tanaka.com
51.254.158.147      # virginradio.fr
51.254.175.180      # porn.huyamba.mobi
51.254.238.215      # watcherswebstore.com
51.255.47.118       # apps-ratgeber.com
51.255.82.135       # ns4w.org
51.255.103.215      # videoporno-gratuite.fr
51.255.142.183      # richards-realm.com
51.255.152.204      # tranceangel.startmee.nl
52.1.228.134        # pornkai.com
52.2.56.64          # apornmovie.com
52.2.193.191        # myfavsexcams.xxx
52.4.30.120         # abbywinters.com
52.4.64.26          # pornvault.com
52.5.65.135         # ebaumsworld.com
52.5.86.130         # lp2.sexyemulator.com
52.6.3.92           # pornkai.com
52.14.219.139       # tracking.fanbridge.com
